question_id,poll_id,cycle,state,politician,pollster_id,pollster,sponsor_ids,sponsors,display_name,sample_size,poll_population,question_population,methodology,start_date,end_date,sponsor_candidate,tracking,created_at,notes,url,source,yes,no
77619,49440,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,494,,lv,Online,2/25/17,3/1/17,"",TRUE,3/3/17 15:12,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,49.4,46.4
77623,49440,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1687,,a,Online,2/25/17,3/1/17,"",TRUE,3/3/17 15:48,,http://polling.reuters.com/#poll/CP3_2/,Reuters,45.7,49.2
77473,49379,,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,,lv,IVR/Online,2/26/17,2/28/17,"",TRUE,3/1/17 10:25,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | RCP | Huffpost,50.0,50.0
77604,49431,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,2/26/17,2/28/17,"",TRUE,3/1/17 17:53,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,Gallup | 538 | Huffpost,43.0,52.0
77617,49441,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1592,,rv,Online,2/24/17,2/28/17,"",TRUE,3/3/17 15:12,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,47.6,48.5
77620,49441,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,566,,lv,Online,2/24/17,2/28/17,"",TRUE,3/3/17 15:12,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,47.8,47.2
77624,49441,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1847,,a,Online,2/24/17,2/28/17,"",TRUE,3/3/17 15:48,,http://polling.reuters.com/#poll/CP3_2/,Huffpost | Huffpost | Huffpost | Huffpost | Reuters,46.1,48.4
77460,49374,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,2/25/17,2/27/17,"",TRUE,2/28/17 21:06,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,Gallup | Huffpost | 538,42.0,54.0
77459,49373,,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,,lv,,2/23/17,2/27/17,"",TRUE,2/28/17 20:40,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | Huffpost | RCP,50.0,50.0
77487,49392,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1566,,rv,Online,2/23/17,2/27/17,"",TRUE,3/1/17 17:51,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,47.7,48.1
77526,49392,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,573,,lv,Online,2/23/17,2/27/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,46.5,47.9
77565,49392,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1807,,a,Online,2/23/17,2/27/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,46.1,48.3
77451,49370,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,2/24/17,2/26/17,"",TRUE,2/27/17 21:36,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,Gallup | Huffpost | 538,42.0,54.0
77474,49380,,,Donald Trump,1189,Morning Consult,538,Politico,Morning Consult,2000,rv,rv,Online,2/24/17,2/26/17,"",,3/1/17 10:25,,https://morningconsult.com/2017/02/28/trump-joint-session-speech-campaign-promises/,Huffpost,50.0,45.0
77453,49372,,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,,lv,IVR/Online,2/22/17,2/26/17,"",TRUE,2/27/17 21:37,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | Huffpost | RCP,51.0,49.0
77488,49393,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1569,,rv,Online,2/22/17,2/26/17,"",TRUE,3/1/17 17:51,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,47.5,47.3
77527,49393,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,580,,lv,Online,2/22/17,2/26/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,46.0,48.6
77566,49393,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1810,,a,Online,2/22/17,2/26/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,45.6,48.2
77343,49327,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,2/23/17,2/25/17,"",TRUE,2/26/17 19:35,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,Gallup | 538 | Huffpost,41.0,54.0
77489,49394,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1620,,rv,Online,2/21/17,2/25/17,"",TRUE,3/1/17 17:51,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,47.0,47.4
77528,49394,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,621,,lv,Online,2/21/17,2/25/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,45.3,48.7
77567,49394,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1876,,a,Online,2/21/17,2/25/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,45.1,47.9
77347,49331,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,2/22/17,2/24/17,"",TRUE,2/26/17 19:35,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,41.0,53.0
77490,49395,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1616,,rv,Online,2/20/17,2/24/17,"",TRUE,3/1/17 17:51,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,47.0,47.9
77529,49395,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,638,,lv,Online,2/20/17,2/24/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,42.3,51.7
77568,49395,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1867,,a,Online,2/20/17,2/24/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,45.1,48.0
77333,49317,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,2/21/17,2/23/17,"",TRUE,2/26/17 19:21,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | 538 | RCP | Huffpost,53.0,47.0
77335,49319,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,2/21/17,2/23/17,"",TRUE,2/26/17 19:21,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,43.0,52.0
77491,49396,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1409,,rv,Online,2/19/17,2/23/17,"",TRUE,3/1/17 17:51,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,46.9,48.2
77530,49396,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,513,,lv,Online,2/19/17,2/23/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,43.1,49.8
77569,49396,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1651,,a,Online,2/19/17,2/23/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,45.8,47.3
77346,49330,,,Donald Trump,1193,SurveyMonkey,"","",SurveyMonkey,10639,a,a,Online,2/17/17,2/23/17,"",,2/26/17 19:35,,https://drive.google.com/file/d/0BztOs71zt1WpMmR6UnY1dExBa3M/view?usp=sharing,Huffpost,44.0,54.0
77454,49330,2017,,Donald Trump,1193,SurveyMonkey,"","",SurveyMonkey,9657,a,rv,Online,2/17/17,2/23/17,"",,2/28/17 06:39,,https://drive.google.com/file/d/0BztOs71zt1WpMmR6UnY1dExBa3M/view,538,45.0,54.0
77340,49324,,,Donald Trump,383,Public Policy Polling,"","",Public Policy Polling,941,rv,rv,IVR/Online,2/21/17,2/22/17,"",,2/26/17 19:34,,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_22417.pdf,RCP | Huffpost,45.0,48.0
77336,49320,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,2/20/17,2/22/17,"",TRUE,2/26/17 19:21,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,43.0,52.0
77345,49329,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,2/20/17,2/22/17,"",TRUE,2/26/17 19:35,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | 538 | RCP | Huffpost,52.0,47.0
77341,49325,,,Donald Trump,568,YouGov,352,Economist,YouGov,1500,a,a,Online,2/18/17,2/22/17,"",,2/26/17 19:34,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fu3pv5rt9s/econToplines.pdf,Huffpost,43.0,46.0
77349,49325,,,Donald Trump,568,YouGov,352,Economist,YouGov,1198,a,rv,Online,2/18/17,2/22/17,"",,2/26/17 19:37,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fu3pv5rt9s/econToplines.pdf,RCP,48.0,48.0
77342,49326,,,Donald Trump,335,NBC News/Wall Street Journal,"132,276",NBC News | Wall Street Journal,NBC News/Wall Street Journal,1000,a,a,Live Phone,2/18/17,2/22/17,"",,2/26/17 19:35,,https://www.scribd.com/document/340335355/17057-NBCWSJ-February-Poll,RCP | Huffpost,44.0,48.0
77492,49397,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1300,,rv,Online,2/18/17,2/22/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,47.2,48.3
77531,49397,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,452,,lv,Online,2/18/17,2/22/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,44.1,49.0
77570,49397,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1524,,a,Online,2/18/17,2/22/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,46.0,47.1
77339,49323,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,2/19/17,2/21/17,"",TRUE,2/26/17 19:32,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | 538 | RCP | Huffpost,51.0,49.0
77344,49328,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,2/19/17,2/21/17,"",TRUE,2/26/17 19:35,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,42.0,52.0
77332,49316,,,Donald Trump,79,CBS News/New York Times,133,CBS News,CBS News/New York Times,1280,a,a,Live Phone,2/17/17,2/21/17,"",,2/26/17 19:21,,http://www.cbsnews.com/news/poll-immigration-is-most-important-problem-for-trump-and-congress/,Huffpost,39.0,51.0
77493,49398,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1987,,rv,Online,2/17/17,2/21/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,46.7,50.1
77532,49398,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,634,,lv,Online,2/17/17,2/21/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,43.5,51.6
77571,49398,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,2341,,a,Online,2/17/17,2/21/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Huffpost | Reuters,45.1,50.0
77334,49318,,,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,1323,rv,rv,Live Phone,2/16/17,2/21/17,"",,2/26/17 19:21,,https://poll.qu.edu/national/release-detail?ReleaseID=2431,RCP | Huffpost,38.0,55.0
77328,49312,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,2/18/17,2/20/17,"",TRUE,2/21/17 13:54,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,41.0,53.0
77329,49313,,,Donald Trump,23,American Research Group,"","",American Research Group,1100,a,a,Live Phone,2/17/17,2/20/17,"",,2/21/17 13:54,,http://americanresearchgroup.com/economy/,Huffpost,43.0,51.0
77327,49311,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,2/16/17,2/20/17,"",TRUE,2/21/17 13:54,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | Rasmussen | 538 | RCP | Huffpost,50.0,50.0
77494,49399,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1908,,rv,Online,2/16/17,2/20/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,47.9,49.3
77533,49399,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,587,,lv,Online,2/16/17,2/20/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,44.5,50.8
77572,49399,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,2261,,a,Online,2/16/17,2/20/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,45.5,49.9
77326,49310,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,2/17/17,2/19/17,"",TRUE,2/21/17 13:54,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,42.0,53.0
77337,49321,,,Donald Trump,1189,Morning Consult,538,Politico,Morning Consult,2013,rv,rv,Online,2/16/17,2/19/17,"",,2/26/17 19:21,,https://morningconsult.com/2017/02/22/voters-expecting-trumps-first-month-office/,Huffpost,49.0,44.0
77321,49305,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,2/15/17,2/19/17,"",TRUE,2/20/17 12:01,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,538 | RCP | Huffpost,51.0,49.0
77331,49315,,,Donald Trump,1205,Marist College,360,McClatchy Newspapers,Marist College,864,a,rv,Live Phone,2/15/17,2/19/17,"",,2/26/17 19:21,,http://www.mcclatchydc.com/news/politics-government/white-house/article134111259.html,RCP | Huffpost,41.0,49.0
77495,49400,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1937,,rv,Online,2/15/17,2/19/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,47.5,49.9
77534,49400,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,590,,lv,Online,2/15/17,2/19/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,46.3,50.5
77573,49400,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,2291,,a,Online,2/15/17,2/19/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,45.3,50.5
77330,49314,,,Donald Trump,1193,SurveyMonkey,132,NBC News,SurveyMonkey,11512,a,a,Online,2/13/17,2/19/17,"",,2/26/17 19:21,,http://www.nbcnews.com/feature/data-points/poll-majority-americans-worried-about-war-feel-favorably-toward-nato-n723931,Huffpost,43.0,54.0
77325,49309,,,Donald Trump,568,YouGov,469,Huffington Post,YouGov,1000,a,a,Online,2/17/17,2/18/17,"",,2/21/17 13:54,,http://big.assets.huffingtonpost.com/tabsHPPresidentTrump20170218.pdf,Huffpost,41.0,47.0
77315,49299,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,2/16/17,2/18/17,"",TRUE,2/20/17 12:01,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,41.0,55.0
77496,49401,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1984,,rv,Online,2/14/17,2/18/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,46.7,51.0
77535,49401,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,643,,lv,Online,2/14/17,2/18/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,45.2,52.3
77574,49401,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,2334,,a,Online,2/14/17,2/18/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,44.3,52.1
77317,49301,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,2/15/17,2/17/17,"",TRUE,2/20/17 12:01,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,40.0,55.0
77322,49306,,,Donald Trump,1193,SurveyMonkey,"","",SurveyMonkey,9163,a,a,Online,2/13/17,2/17/17,"",,2/20/17 12:02,,https://blog.electiontracking.surveymonkey.com/2017/02/17/trump-approval-february-13-17/,Huffpost,45.0,53.0
77455,49306,2017,,Donald Trump,1193,SurveyMonkey,"","",SurveyMonkey,8416,a,rv,Online,2/13/17,2/17/17,"",,2/28/17 06:39,,https://drive.google.com/file/d/0B83Vpfes67zfUGtRQ1pxWTdKS0E/view,538,47.0,53.0
77497,49402,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,2145,,rv,Online,2/13/17,2/17/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,47.4,50.2
77536,49402,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,708,,lv,Online,2/13/17,2/17/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,46.0,51.3
77575,49402,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,2512,,a,Online,2/13/17,2/17/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,45.1,51.1
77313,49297,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,2/14/17,2/16/17,"",TRUE,2/20/17 12:00,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,38.0,56.0
77316,49300,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,2/14/17,2/16/17,"",TRUE,2/20/17 12:01,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | 538 | RCP | Huffpost,55.0,45.0
77498,49403,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1485,,rv,Online,2/12/17,2/16/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,48.2,49.1
77537,49403,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,545,,lv,Online,2/12/17,2/16/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,47.3,49.0
77576,49403,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1718,,a,Online,2/12/17,2/16/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,45.9,50.2
77318,49302,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,2/13/17,2/15/17,"",TRUE,2/20/17 12:01,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | 538 | RCP | Huffpost,55.0,45.0
77319,49303,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,2/13/17,2/15/17,"",TRUE,2/20/17 12:01,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,40.0,54.0
77499,49404,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1534,,rv,Online,2/11/17,2/15/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,46.7,50.5
77538,49404,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,574,,lv,Online,2/11/17,2/15/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,49.2,46.7
77577,49404,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1766,,a,Online,2/11/17,2/15/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,45.8,50.4
77309,49294,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,2/12/17,2/14/17,"",TRUE,2/15/17 11:49,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | 538 | RCP | Huffpost,53.0,47.0
77310,49295,,,Donald Trump,568,YouGov,352,Economist,YouGov,1500,a,a,Online,2/12/17,2/14/17,"",,2/15/17 11:49,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/5amsxmrtih/econToplines.pdf,Huffpost,43.0,47.0
77312,49295,,,Donald Trump,568,YouGov,352,Economist,YouGov,1100,a,rv,Online,2/12/17,2/14/17,"",,2/15/17 12:17,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/5amsxmrtih/econToplines.pdf,RCP,46.0,49.0
77314,49298,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,2/12/17,2/14/17,"",TRUE,2/20/17 12:01,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,40.0,53.0
77500,49405,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1547,,rv,Online,2/10/17,2/14/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,46.8,50.6
77539,49405,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,582,,lv,Online,2/10/17,2/14/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,47.2,48.4
77578,49405,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1777,,a,Online,2/10/17,2/14/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Huffpost | Reuters,45.3,50.6
77297,49282,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,2/11/17,2/13/17,"",TRUE,2/14/17 14:00,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,40.0,54.0
77308,49293,,,Donald Trump,590,Fox News,149,FOX News,Fox News/Anderson Robbins Research/Shaw & Company Research,1013,rv,rv,Live Phone,2/11/17,2/13/17,"",,2/15/17 11:49,,http://www.foxnews.com/politics/interactive/2017/02/14/fox-news-poll-february-14-2017/,RCP | Huffpost,48.0,47.0
77450,49369,2017,,Donald Trump,201,Harris Interactive,763,Harvard,Harris Interactive,2148,rv,rv,Online,2/11/17,2/13/17,"",,2/27/17 12:16,,http://harvardharrispoll.com/wp-content/uploads/2017/02/Harvard-Harris-Topline-2.17.2017-Final.pdf,Huffpost | 538,48.0,52.0
77303,49288,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,2/9/17,2/13/17,"",TRUE,2/14/17 14:03,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | 538 | RCP | Huffpost,52.0,48.0
77501,49406,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1563,,rv,Online,2/9/17,2/13/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,48.0,48.9
77540,49406,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,592,,lv,Online,2/9/17,2/13/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,47.8,47.2
77579,49406,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1813,,a,Online,2/9/17,2/13/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,46.3,48.5
77294,49279,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,2/10/17,2/12/17,"",TRUE,2/14/17 14:00,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,40.0,54.0
77299,49284,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,2/8/17,2/12/17,"",TRUE,2/14/17 14:00,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | 538 | RCP | Huffpost,52.0,48.0
77502,49407,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1530,,rv,Online,2/8/17,2/12/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,48.3,48.6
77541,49407,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,573,,lv,Online,2/8/17,2/12/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,48.1,46.9
77580,49407,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1774,,a,Online,2/8/17,2/12/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,46.3,48.4
77323,49308,,,Donald Trump,370,Pew Research Center,"","",Pew Research Center,1503,rv,a,Live Phone,2/7/17,2/12/17,"",,2/20/17 12:02,,http://www.people-press.org/2017/02/16/in-first-month-views-of-trump-are-already-strongly-felt-deeply-polarized/?utm_source=adaptivemailer&utm_medium=email&utm_campaign=17-02-15%20feb%20political&org=982&lvl=100&ite=819&lea=171698&ctr=0&par=1&trk=,Huffpost,39.0,56.0
77324,49308,,,Donald Trump,370,Pew Research Center,"","",Pew Research Center,1246,rv,rv,Live Phone,2/7/17,2/12/17,"",,2/20/17 12:02,,http://www.people-press.org/2017/02/16/presidential-approval-detailed-tables-february-2017/,RCP,42.0,54.0
77296,49281,,,Donald Trump,1193,SurveyMonkey,"","",SurveyMonkey,9349,a,a,Online,2/6/17,2/12/17,"",,2/14/17 14:00,,https://blog.electiontracking.surveymonkey.com/2017/02/13/trump-approval-february-6-12/,Huffpost,46.0,53.0
